country,size,attack_type,attribution,start_of_attack (soa),dwell_time [days],attack_detected (attdet),t2ad_utc_short,soa:t2ad_delta [sec],t2ad:attdet_delta [sec],root_cause,missing_logs,artifacts,lolbins,other,pre-attack_ioc,rdp,initial_access,impact,data_exfil,exfil_volume [GB],date_of_exfil_short,soa-exfil-delta [sec],exfil-attdet-delta [sec],exfil-posted_delta
United States of America,3001-5000,data exfiltration,Black Suit,2024-05,1,2024-05,2024-05,61226,-21421,brute force attack,,Advanced IP Scanner|WinRAR|FileZilla|AnyDesk,RDP|nltest.exe|net.exe|cmd.exe|ping.exe|PowerShell|reg.exe|regedit.exe,MFA unavailable|abuse domain trust|timestomping|SSH|add application to safe mode|modify registry,,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,Yes,2.9GB,2024-05,72193,-10788,61
Spain,3001-5000,network breach,,2024-05,0,2024-05,,,,exploit vulnerability,,7zip|PingCastle|Seatbelt|SharpRoast|SlinkyCat|SoftPerfect Network Scanner|BloodHound|SMBeagle,RDP|Edge browser|cmd.exe|notepad.exe|PowerShell|klist.exe|net.exe|rundll32.exe|mstsc.exe|taskmgr.exe|excel.exe|svchost.exe,MFA unavailable|Citrix Netscaler ADC vuln (Citrix Bleed)|CVE-2023-4966|create folder|password spray,,Yes - Both,Exploit Public-Facing Application,No Impact,Staging,,,,,
Philippines,1-100,network breach,,2024-05,0,2024-05,2024-05,57,0,exploit vulnerability,,,RDP|cmd.exe|mshta.exe|wscript.exe|tasklist.exe|whoami.exe|ping.exe|netstat.exe|reg.exe|PowerShell|tasklist.exe|findstr.exe,CVE-2015-4335|unprotected systems|malicious scripts|web shell|delete files|system hive collected|SAM dump|lsass dump,,Yes - Both,Exploit Public-Facing Application,Data Manipulation,No evidence,,,,,
Canada,1-100,network breach,,2024-05,0,2024-05,2024-05,0,-21364,brute force attack,unavailable,Impacket|Advanced IP Scanner|Python,RDP|cmd.exe|quser.exe|ServerManager.exe|PowerShell|ntdsutil.exe|systeminfo.exe|findstr.exe|ipconfig.exe|net.exe|nltest.exe|dnscmd.exe|tasklist.exe|arp.exe|netstat.exe|wsmprovhost.exe|svchost.exe|dnsmgmt.msc|mstsc.exe,logs missing|NTDS dump|abuse domain trust|SMB|delete files|MFA unavailable,,Yes - Internal only,External Remote Services|Valid Accounts,Data Manipulation,No,,,,,
Puerto Rico,1001-3000,network breach,,2024-05,0,2024-05,,,,comped creds,unavailable,Metasploit|Impacket/secretsdump|Python,RDP|tasklist.exe|cmd.exe|comsvcs.dll|PowerShell|rundll32.exe|svchost.exe|mmc.exe|findstr.exe,SMB|logs missing|pass the hash|install service|lsass dump|create scheduled task|SAM dump|MFA unavailable,,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
United States of America,101-250,ransomware,LockBit,2024-05,5,2024-05,2024-05,33929,411753,comped creds,unavailable|cleared,Advanced IP Scanner|Cobalt Strike|mimikatz|SoftPerfect Network Scanner|Chrome Browser|Atera RMM|Splashtop,RDP|mstsc.exe|nltest.exe|ipconfig.exe|net.exe|ping.exe|PowerShell|Get-ADComputer|rundll32.exe|bcdedit.exe|shutdown.exe|msiexec.exe|notepad.exe|mmc.exe|dnsmgmt.msc|cmd.exe|nslookup.exe|PsExec|logoff.exe|quser.exe|dsa.msc|fsquirt.exe|wscript.exe|taskmgr.exe|del.exe,exposed RDP|MFA unavailable|logs missing|browse network|delete Shadow Copy|logs cleared|reboot in Safe Mode|malicious scripts|reset passwords|disable user account|install service|modify firewall rules|delete files|SMB|disable protection,PC Hunter|PowerShell|SharpHound|RDP|delete files|mimikatz|Process Hacker|GMER|mstsc.exe|malicious scripts|PsExec|Advanced IP Scanner|AccountRestore,Yes - Both,Valid Accounts,Data Encrypted for Impact|Inhibit System Recovery|System Shutdown/Reboot|Data Manipulation|Account Access Removal,Possible,,,,,
United States of America,101-250,network breach,,2023-02,462,2024-05,2024-02,31225065,,phishing,unavailable,AnyDesk|IObit Unlocker|ScreenConnect,PowerShell|Task Scheduler|wscript.exe|RDP|regsvcs.exe,logs missing|malicious scripts|MFA unavailable|AsyncRAT|create scheduled task,,Yes - Internal only,Phishing|Valid Accounts,No Impact,,,,,,
United Kingdom,1-100,network breach,,2024-05,1,2024-05,,,,brute force attack,,SoftPerfect Network Scanner|Chrome Browser|Python,cmd.exe|notepad.exe|net.exe|excel.exe|rundll32.exe,exposed RDP|web shell|malicious scripts|delete files,,Yes - Both,External Remote Services|Valid Accounts,Data Manipulation,No,,,,,
United States of America,251-500,data exfiltration,,2024-04,36,2024-06,2024-05,1591831,1507591,exploit vulnerability,,curl|pgrep|AnyDesk|SoftPerfect Network Scanner|restic|Veeam mgmt software|mimikatz|PingCastle|Impacket/wmiexec|Python,PowerShell|RDP|ping.exe|WMI|cmd.exe|mstsc.exe|Task Scheduler|PsExec|Edge browser|mmc.exe|dnsmgmt.msc|notepad.exe|dsa.msc|mspaint.exe|dllhost.exe|taskmgr.exe|nltest.exe|gpscript.exe|logoff.exe|svchost.exe,vulnerable VPN|unprotected systems|Palo Alto PAN-OS vuln|CVE-2024-3400|vulnerable systems|Veeam pw dump|delete files|Veeam vulnerability|CVE-2023-27532|backdoor|Sardonic backdoor|delete task|install service|browse network|create scheduled task|SMB|SAM dump,,Yes - Internal only,Exploit Public-Facing Application|External Remote Services,Data Manipulation,Yes,,2024-05,,,
France,1-100,network breach,,2024-06,1,2024-06,2024-06,21611,39116,brute force attack,,Process Hacker|PEview|mimikatz|Advanced Port Scanner|AnyDesk|TeamViewer|PowerTool,RDP|regedit.exe|cmd.exe|control.exe|iexplore.exe|Edge browser|mstsc.exe|ipconfig.exe|ping.exe|PsExec|PowerShell|nltest.exe|net.exe|netstat.exe|notepad.exe,exposed RDP|MFA unavailable|unprotected systems|modify registry|SAM dump|lsass dump|delete files|stop services|browse network|install service|wdigest enabled,,Yes - Both,External Remote Services|Valid Accounts,Data Manipulation|Service Stop,No evidence,,,,,
United States of America,1-100,network breach,,2024-06,0,2024-06,,,,comped creds,unavailable,Impacket/wmiexec|Python|Firefox Browser|Advanced IP Scanner,Edge browser|cmd.exe|WmiPrvSE.exe|tasklist.exe|PowerShell|reg.exe|netsh.exe|mstsc.exe|RDP|expand.exe|ping.exe|net.exe|WMI,MFA unavailable|vulnerable VPN|unprotected systems|logs missing|SMB|dump browser creds|modify registry|enable RDP|modify firewall rules|open firewall ports|delete network shares,,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
India,1001-3000,network breach,,2024-06,0,2024-06,,,,unknown,retention,PowerISO|WinSCP|PuTTy|Backstab,xp_cmdshell|cmd.exe|net.exe|RDP|runonce.exe|taskmgr.exe|tasklist.exe|netstat.exe|sqlcmd.exe|notepad.exe|PowerShell|ping.exe,vulnerable VPN|vulnerable systems|MFA unavailable|Veeam vulnerability|CVE-2023-27532|ESXi|logs missing|brute force attack|unprotected systems|create accounts|create share|malicious scripts|delete files|EDR killer|Veeam pw dump|MSSQL vuln,,Yes - Internal only,Exploit Public-Facing Application|External Remote Services,Data Manipulation,No evidence,,,,,
Canada,1001-3000,ransomware,Akira,2024-06,0,2024-06,,,,exploit vulnerability,,RealVNC|WinRAR|Chrome Browser|Advanced IP Scanner|Kaspersky|AnyDesk|Zoom|Ngrok,RDP|cmd.exe|notepad.exe|expand.exe|excel.exe|net.exe|MSASCui.exe|vssadmin.exe|esentutl.exe|nltest.exe|regedit.exe|mstsc.exe|msconfig.exe|taskmgr.exe|hostname.exe|ipconfig.exe|reg.exe|PowerShell|echo.exe|ping.exe|ServerManager.exe|mmc.exe|domain.msc|compmgmt.msc|WMI|eventvwr.exe|eventvwr.msc|services.msc|systempropertiesremote.exe|systeminfo.exe,Fortinet vuln|CVE-2024-21762|MFA unavailable|vulnerable VPN|unprotected systems|global exclusions|exposed RDP|remove protection|create archive|Mega (all TLDs)|delete files|browse network|reset passwords|modify domain groups|create accounts|enable user|modify local groups|create shadow copy|NTDS dump|exposed internal services|modify registry|add application to safe mode,ransomware launched UTC (MDR/CTR),Yes - Internal only,Exploit Public-Facing Application|External Remote Services,Data Encrypted for Impact|Data Manipulation|Account Access Removal,Yes,2.521,2024-06,,,
Canada,1-100,network breach,,2024-05,37,2024-06,2024-06,3176677,-19554,comped creds,,Impacket|Python,taskmgr.exe|RDP|notepad.exe|svchost.exe|cmd.exe|net.exe|whoami.exe|copy.exe,MFA unavailable|vulnerable VPN|SMB|SAM dump|dump browser creds|lsass dump,,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
Israel,1001-3000,network breach,,2024-06,1,2024-06,,,,exploit vulnerability,unavailable,,xp_cmdshell|cmd.exe|whoami.exe|echo.exe|nslookup.exe|ping.exe|net.exe|PsList|tasklist.exe|RDP|reg.exe,MSSQL vuln|MFA unavailable|logs missing|create accounts|enable user|modify local groups|browse network|reset passwords|system hive collected,,Yes - Internal only,Exploit Public-Facing Application,Account Access Removal,No evidence,,,,,
United States of America,1-100,network breach,Akira,2024-05,25,2024-06,2024-06,1952719,156343,comped creds,unavailable|re-imaged,Chrome Browser|Impacket|Python|OpenSSH|Advanced IP Scanner|Angry IP Scanner|AnyDesk|VirtualBox|CloudFlared,RDP|cmd.exe|msiexec.exe|PowerShell|del.exe|net.exe|nltest.exe|quser.exe|qwinsta.exe|logoff.exe|regedit.exe|msconfig.exe|taskmgr.exe|systeminfo.exe|wsmprovhost.exe|mmc.exe|gpedit.msc|diskmgmt.msc|mstsc.exe|whoami.exe|excel.exe,browse network|MFA unavailable|vulnerable VPN|unprotected systems|store passwords in plaintext|logs missing|dump browser creds|SSH|SMB|delete files|create accounts|modify local groups|install service|modify registry|reset passwords,,Yes - Internal only,External Remote Services|Valid Accounts,Data Manipulation|Account Access Removal,No evidence,,,,,
Japan,1001-3000,ransomware,8Base,2024-06,6,2024-06,,,,comped creds,unavailable,AnyDesk|Rclone|SoftPerfect Network Scanner|Huorong HRSword|Defender Control|Revo Uninstaller|Process Hacker|ADFind,RDP|cmd.exe|whoami.exe,MFA unavailable|browse network|install service,,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact,Yes,150,2024-06,480577,46167,14
Philippines,501-1000,network breach,,2024-04,0,2024-04,,,,comped creds,,Itarian Endpoint Manager|Notepad++|tar|Trend Micro Attack Surface Assessment Tool,RDP|netsh.exe|cmd.exe|netstat.exe|ping.exe|mscorsvw.exe|WMI|Task Scheduler|tasklist.exe|ipconfig.exe|msiexec.exe|svchost.exe,MFA unavailable|unprotected systems|disable firewall|create scheduled task|SMB|install service|EtherealGh0st|netsh portproxy,,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,Possible,,,,,
Philippines,1001-3000,data exfiltration,Unknown,2024-05,4,2024-05,,,,exploit vulnerability,,AnyDesk|Trend Micro Attack Surface Assessment Tool,RDP|rundll32.exe|Task Scheduler|conhost.exe|MSBuild|net.exe|netstat.exe|move.exe|PowerShell|expand.exe|mscorsvw.exe|hostname.exe|DavSetCookie|tasklist.exe|ping.exe|taskmgr.exe|cmd.exe|query.exe|quser.exe|RAMMap|notepad.exe|curl.exe|ipconfig.exe,Citrix Netscaler ADC vuln (Citrix Bleed)|CVE-2023-4966|unprotected systems|vulnerable VPN|MFA unavailable|create scheduled task|browse network|MS Outlook vuln|CVE-2023-23397|browse network|malicious scripts|lsass dump|EtherealGh0st,,Yes - Both,Exploit Public-Facing Application|External Remote Services,No Impact,No evidence,,,,,
Israel,251-500,ransomware,CryTOX,2024-06,0,2024-06,,,,unknown,,Huorong HRSword|GMER|uTox,RDP|dllhost.exe|cmd.exe|net.exe|tasklist.exe|sc.exe|regsvr32.exe|reg.exe|ver.exe|findstr.exe|cscript.exe|tskill.exe|echo.exe|copy.exe|arp.exe|PsExec|ping.exe|notepad.exe|control.exe|PowerShell|taskmgr.exe|whoami.exe|mshta.exe,brute force attack|remove protection|malicious scripts|delete service|modify registry|delete registry keys|install service|start services|delete files|Wacatac trojan|uninstall application|ESXi|unprotected systems,,Yes - Internal only,unknown,Data Encrypted for Impact|Inhibit System Recovery|Data Manipulation,No evidence,,,,,
South Africa,1-100,ransomware,Senator,2024-06,0,2024-06,2024-06,3218,-1146,comped creds,encrypted|cleared,Wise Force Deleter|IObit Unlocker|Chrome Browser|mimikatz|Advanced IP Scanner|Network Password Recovery,RDP|iexplore.exe|PsExec|PowerShell,exposed RDP|Neshta|logs missing|logs cleared|remove protection|install service,RDP,Yes - Both,External Remote Services|Valid Accounts,Data Encrypted for Impact,No evidence,,,,,
United States of America,1001-3000,network breach,,2024-06,0,2024-06,2024-06,1318,-21190,exploit vulnerability,,Impacket|Python,RDP|svchost.exe,Fortinet vuln|CVE-2024-21762|unprotected systems|MFA unavailable|vulnerable systems|vulnerable VPN|kerberoast|SAM dump,,Yes - Internal only,Exploit Public-Facing Application|External Remote Services,No Impact,No evidence,,,,,
Canada,1-100,ransomware,Qilin,2024-05,46,2024-06,2024-06,3234480,704854,unknown,,mimikatz|Advanced Port Scanner|KPortScan|LaZagne|NLBrute|Advanced IP Scanner|Splashtop|Adobe Acrobat|AnyDesk|Atera RMM|Chrome Browser|EDRSandblast,RDP|PsExec|cmd.exe|mmc.exe|virtmgmt.msc|VMConnect|services.msc|wordpad.exe|dsa.msc|msiexec.exe|control.exe|ServerManager.exe|mstsc.exe,disable protection|SMB|install service|remote encryption|browse network|create scheduled task|EDR killer|unprotected systems,,Yes - Internal only,unknown,Data Encrypted for Impact,Yes,,,,,
Japan,501-1000,network breach,,2024-06,12,2024-06,,,,exploit vulnerability,,,certutil.exe|cmd.exe|hostname.exe|net.exe|arp.exe|ipconfig.exe|netstat.exe|systeminfo.exe|tasklist.exe|route.exe|nltest.exe|ping.exe|PowerShell|sc.exe|whoami.exe|echo.exe|WMI,PHP vuln|CVE-2024-4577|web shell|XMRig|install service|Nano Miner|malicious scripts,XMRig|install service|Log4Shell,No,Exploit Public-Facing Application,Resource Hijacking,No evidence,,,,,
United States of America,3001-5000,network breach,,2024-06,6,2024-06,,,,seo poisoning,,NetSupport Manager|UltraVNC|Embrava Connect|Cobalt Strike|Atera RMM|Splashtop|TightVNC|SoftPerfect Network Scanner|ScreenConnect|mimikatz|Impacket/secretsdump|Python,BITSadmin|rundll32.exe|RDP|WmiPrvSE.exe|cmd.exe|net.exe|quser.exe|nltest.exe|systeminfo.exe|bcdedit.exe|PowerShell|del.exe|reg.exe|msiexec.exe|WMI,malvertising|unprotected systems|install service|create scheduled task|create accounts|modify local groups|enable user|brute force attack|add application to safe mode|reboot in Safe Mode|browse network|kerberoast|backdoor|Warmcookie backdoor|delete files|dump browser creds,,Yes - Internal only,Drive-by Compromise,Data Manipulation|System Shutdown/Reboot,No evidence,,,,,
France,1-100,data exfiltration,Unknown,2024-03,85,2024-06,,,,brute force attack,,Sophos Removal Tool|AnyDesk|FileZilla|Dropbox sync client|TeamViewer|Chrome Browser,RDP|PowerShell|taskmgr.exe|cmd.exe|WMI|net.exe|del.exe|ver.exe|Edge browser|notepad.exe,exposed RDP|MFA unavailable|brute force attack|unprotected systems|remove protection|malicious scripts|Dropbox|delete files|stop process,,Yes - Both,External Remote Services|Valid Accounts,Data Manipulation|Service Stop,Yes,,2024-06,,,
Canada,1-100,ransomware,Qilin,2024-06,18,2024-06,2024-05,-2743694,4291320,comped creds,cleared,Splashtop|SuperOps RMM|Ngrok|7zip|Defender Control|PasswordFox|PstPassword|Remote Desktop PassView|MessenPass|WirelessKeyView|IE PassView|SniffPass|Network Password Recovery|LostMyPassword|mimikatz|ExtPassword|WebBrowserPassView|SoftPerfect Network Scanner|Chrome Browser|Defender Exclusion Tool|PowerRun|PuTTy|Rclone|PC Hunter|xDedic Log Cleaner|WinSCP|TeamViewer,RDP|PowerShell|netsh.exe|regedit.exe|cmd.exe|notepad.exe,MFA unavailable|create accounts|modify local groups|modify registry|modify firewall rules|enable RDP|install service|disable protection|logs missing|logs cleared|malicious scripts|browse network|Mega (all TLDs),install service|AnyDesk|RDP|ScreenConnect,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact,Yes,,2024-06,1543469,4156,
Germany,101-250,data extortion,Black Suit,2024-06,46,2024-08,2024-06,0,3985305,comped creds,unavailable,SoftPerfect Network Scanner|restic,RDP|PowerShell,logs missing|browse network|disable protection|Veeam vulnerability|CVE-2023-27532|delete files,,Yes - Internal only,External Remote Services,Financial Theft|Data Manipulation,Yes,,2024-06,8830,3976474,67
United States of America,1001-3000,ransomware,Hunters Intl,2024-06,6,2024-06,,,,exploit vulnerability,,Total Commander|Veeam mgmt software|7zip|WinSCP|Advanced IP Scanner|KiTTY|RFgen|chmod|pgrep|AnyDesk,RDP|svchost.exe|taskmgr.exe|cmd.exe|net.exe|notepad.exe|Edge browser|msinfo32.exe|PowerShell|mstsc.exe|mmc.exe|gpmc.msc|Task Scheduler|gpupdate.exe|echo.exe,unprotected systems|remove protection|browse network|create archive|SSH|modify domain policies|ESXi|linux ransomware|create scheduled task|reset passwords|install service|Mitel vuln,,Yes - Internal only,Exploit Public-Facing Application,Data Encrypted for Impact|Account Access Removal,Yes,,2024-06,476473,36908,52
Germany,1-100,ransomware,RansomHub,2024-06,4,2024-06,2024-06,365746,-68,comped creds,cleared,Defender Control|Huorong HRSword|SoftPerfect Network Scanner,RDP|PowerShell|cmd.exe,exposed RDP|MFA unavailable|disable protection|SMB|logs missing|logs cleared|browse network|delete Shadow Copy|brute force attack|delete files,,Yes - Both,External Remote Services|Valid Accounts,Data Encrypted for Impact|Inhibit System Recovery|Data Manipulation,No evidence,,,,,
India,101-250,network breach,,2024-06,0,2024-06,,,,exploit vulnerability,,,xp_cmdshell|cmd.exe|PowerShell|curl.exe|ProcDump|echo.exe|del.exe|reg.exe,Fortinet vuln|CVE-2023-48788|MSSQL vuln|SAM dump|system hive collected|security hive collected|delete files|lsass dump|malicious scripts,,No,Exploit Public-Facing Application,Data Manipulation,No evidence,,,,,
Canada,1-100,data exfiltration,,2024-06,6,2024-06,2024-06,505963,-21251,comped creds,,Adobe Creative Cloud Experience|Impacket/wmiexec|vmtoolsd.exe|CloudFlared|Advanced IP Scanner|OpenSSH|WinRAR|FileZilla|Chrome Browser|Python,cmd.exe|net.exe|RDP|Task Scheduler|PowerShell|nltest.exe|mstsc.exe|ping.exe|net.exe|notepad.exe|WMI|netsh.exe|reg.exe|Remote Server Administration Tools (RSAT)|Get-ADComputer|Get-ADUser|smartscreen.exe|pcalua.exe|AzureArcSetup.exe|mobsync.exe|nslookup.exe|msiexec.exe|regsvr32.exe|StorageExplorer.exe|dotNET framework|quser.exe|iexplore.exe|cleanmgr.exe|ipconfig.exe,create scheduled task|ESXi|create accounts|browse network|Veeam pw dump|modify firewall rules|open firewall ports|modify registry|enable RDP|install feature|create archive|delete files|modify domain groups|SSH,,Yes - Internal only,External Remote Services|Valid Accounts,Data Manipulation,Yes,5.47,2024-06,507542,-1230,
